# VERSION = 1 
# TYPE = 1 
# SEPARATOR = 32 
# DIM = 2 
# SAMPLE_TIME = 0.0005 
# NDATA = 1024 
# NAME0 = Actual Position of Axis  AXIS:1 
# NAME1 = Commanded Position of Axis  AXIS:1 
# 
# END_HEADER 
9.999996 10.000003 
9.999996 10.000010 
9.999996 10.000010 
9.999996 10.000017 
9.999996 10.000031 
9.999996 10.000038 
10.000003 10.000051 
10.000010 10.000072 
10.000024 10.000086 
10.000038 10.000113 
10.000058 10.000134 
10.000072 10.000161 
10.000100 10.000189 
10.000127 10.000223 
10.000155 10.000258 
10.000196 10.000292 
10.000244 10.000333 
10.000292 10.000374 
10.000333 10.000415 
10.000381 10.000464 
10.000436 10.000512 
10.000505 10.000566 
10.000553 10.000621 
10.000601 10.000676 
10.000670 10.000738 
10.000738 10.000800 
10.000793 10.000862 
10.000848 10.000930 
10.000924 10.000999 
10.000992 10.001068 
10.001047 10.001143 
10.001129 10.001219 
10.001205 10.001301 
10.001267 10.001377 
10.001356 10.001466 
10.001439 10.001548 
10.001514 10.001638 
10.001610 10.001734 
10.001693 10.001823 
10.001796 10.001919 
10.001892 10.002022 
10.001995 10.002125 
10.002098 10.002228 
10.002201 10.002331 
10.002317 10.002441 
10.002420 10.002558 
10.002537 10.002668 
10.002654 10.002784 
10.002771 10.002901 
10.002894 10.003025 
10.003011 10.003148 
10.003148 10.003279 
10.003265 10.003409 
10.003409 10.003540 
10.003533 10.003670 
10.003663 10.003807 
10.003814 10.003945 
10.003938 10.004089 
10.004082 10.004233 
10.004240 10.004377 
10.004371 10.004528 
10.004528 10.004679 
10.004686 10.004837 
10.004837 10.004988 
10.004988 10.005153 
10.005160 10.005311 
10.005325 10.005476 
10.005490 10.005641 
10.005655 10.005812 
10.005833 10.005984 
10.006012 10.006156 
10.006183 10.006334 
10.006348 10.006513 
10.006527 10.006698 
10.006719 10.006877 
10.006911 10.007069 
10.007096 10.007254 
10.007289 10.007447 
10.007474 10.007639 
10.007666 10.007838 
10.007865 10.008037 
10.008065 10.008236 
10.008271 10.008442 
10.008477 10.008648 
10.008689 10.008861 
10.008902 10.009067 
10.009115 10.009287 
10.009335 10.009500 
10.009555 10.009719 
10.009774 10.009939 
10.010001 10.010166 
10.010228 10.010392 
10.010454 10.010619 
10.010681 10.010852 
10.010914 10.011086 
10.011148 10.011326 
10.011388 10.011560 
10.011635 10.011807 
10.011882 10.012047 
10.012130 10.012294 
10.012377 10.012542 
10.012631 10.012796 
10.012871 10.013050 
10.013125 10.013304 
10.013386 10.013565 
10.013647 10.013826 
10.013915 10.014093 
10.014176 10.014354 
10.014437 10.014629 
10.014711 10.014897 
10.015000 10.015171 
10.015268 10.015446 
10.015535 10.015728 
10.015824 10.016009 
10.016119 10.016291 
10.016394 10.016579 
10.016682 10.016867 
10.016977 10.017163 
10.017273 10.017458 
10.017561 10.017753 
10.017877 10.018049 
10.018165 10.018351 
10.018474 10.018660 
10.018783 10.018962 
10.019085 10.019271 
10.019408 10.019587 
10.019710 10.019896 
10.020033 10.020218 
10.020349 10.020534 
10.020672 10.020857 
10.020994 10.021180 
10.021317 10.021509 
10.021646 10.021839 
10.021969 10.022168 
10.022306 10.022505 
10.022635 10.022841 
10.022979 10.023178 
10.023315 10.023521 
10.023658 10.023864 
10.024015 10.024208 
10.024352 10.024558 
10.024709 10.024908 
10.025066 10.025265 
10.025416 10.025622 
10.025794 10.025979 
10.026144 10.026343 
10.026508 10.026707 
10.026886 10.027071 
10.027243 10.027442 
10.027613 10.027813 
10.027991 10.028190 
10.028362 10.028561 
10.028733 10.028939 
10.029124 10.029310 
10.029509 10.029687 
10.029879 10.030065 
10.030264 10.030436 
10.030648 10.030813 
10.031033 10.031191 
10.031411 10.031562 
10.031788 10.031939 
10.032180 10.032310 
10.032557 10.032688 
10.032921 10.033065 
10.033306 10.033436 
10.033683 10.033814 
10.034054 10.034185 
10.034418 10.034562 
10.034803 10.034940 
10.035167 10.035311 
10.035531 10.035688 
10.035908 10.036059 
10.036279 10.036437 
10.036643 10.036815 
10.037027 10.037185 
10.037405 10.037563 
10.037769 10.037941 
10.038153 10.038311 
10.038538 10.038689 
10.038909 10.039060 
10.039280 10.039438 
10.039664 10.039815 
10.040049 10.040186 
10.040419 10.040564 
10.040797 10.040934 
10.041182 10.041312 
10.041559 10.041690 
10.041923 10.042060 
10.042308 10.042438 
10.042692 10.042816 
10.043056 10.043187 
10.043434 10.043564 
10.043818 10.043935 
10.044189 10.044313 
10.044553 10.044690 
10.044931 10.045061 
10.045315 10.045439 
10.045679 10.045810 
10.046064 10.046187 
10.046448 10.046565 
10.046812 10.046936 
10.047190 10.047313 
10.047574 10.047691 
10.047952 10.048062 
10.048323 10.048439 
10.048700 10.048810 
10.049085 10.049188 
10.049456 10.049565 
10.049820 10.049936 
10.050204 10.050314 
10.050575 10.050685 
10.050946 10.051062 
10.051323 10.051440 
10.051701 10.051811 
10.052065 10.052188 
10.052443 10.052559 
10.052827 10.052937 
10.053198 10.053315 
10.053562 10.053685 
10.053953 10.054063 
10.054331 10.054441 
10.054695 10.054811 
10.055072 10.055189 
10.055457 10.055560 
10.055835 10.055938 
10.056199 10.056315 
10.056583 10.056686 
10.056968 10.057064 
10.057332 10.057434 
10.057709 10.057812 
10.058094 10.058190 
10.058464 10.058561 
10.058828 10.058938 
10.059213 10.059316 
10.059591 10.059687 
10.059961 10.060064 
10.060339 10.060435 
10.060730 10.060813 
10.061094 10.061190 
10.061465 10.061561 
10.061850 10.061939 
10.062227 10.062310 
10.062598 10.062687 
10.062976 10.063065 
10.063353 10.063436 
10.063717 10.063813 
10.064088 10.064191 
10.064466 10.064562 
10.064843 10.064939 
10.065207 10.065310 
10.065592 10.065688 
10.065963 10.066066 
10.066333 10.066436 
10.066711 10.066814 
10.067096 10.067185 
10.067466 10.067562 
10.067837 10.067940 
10.068229 10.068311 
10.068606 10.068689 
10.068970 10.069059 
10.069348 10.069437 
10.069732 10.069815 
10.070103 10.070185 
10.070474 10.070563 
10.070858 10.070941 
10.071236 10.071312 
10.071600 10.071689 
10.071978 10.072060 
10.072362 10.072431 
10.072726 10.072802 
10.073097 10.073165 
10.073481 10.073529 
10.073845 10.073893 
10.074202 10.074250 
10.074587 10.074608 
10.074937 10.074958 
10.075294 10.075315 
10.075665 10.075658 
10.076001 10.076008 
10.076358 10.076351 
10.076695 10.076688 
10.077031 10.077031 
10.077368 10.077368 
10.077697 10.077697 
10.078020 10.078034 
10.078343 10.078357 
10.078665 10.078686 
10.078988 10.079009 
10.079297 10.079332 
10.079627 10.079647 
10.079929 10.079963 
10.080259 10.080279 
10.080561 10.080595 
10.080883 10.080904 
10.081192 10.081206 
10.081501 10.081515 
10.081817 10.081810 
10.082112 10.082112 
10.082428 10.082408 
10.082724 10.082703 
10.083012 10.082998 
10.083314 10.083287 
10.083602 10.083568 
10.083877 10.083857 
10.084172 10.084138 
10.084447 10.084413 
10.084722 10.084694 
10.084990 10.084969 
10.085264 10.085237 
10.085539 10.085511 
10.085800 10.085772 
10.086061 10.086040 
10.086315 10.086301 
10.086583 10.086562 
10.086844 10.086816 
10.087098 10.087070 
10.087352 10.087324 
10.087599 10.087578 
10.087853 10.087825 
10.088100 10.088066 
10.088354 10.088306 
10.088601 10.088546 
10.088842 10.088787 
10.089082 10.089020 
10.089308 10.089254 
10.089542 10.089480 
10.089769 10.089707 
10.089995 10.089933 
10.090215 10.090153 
10.090442 10.090373 
10.090654 10.090593 
10.090874 10.090805 
10.091087 10.091018 
10.091293 10.091231 
10.091499 10.091437 
10.091705 10.091643 
10.091904 10.091842 
10.092096 10.092048 
10.092296 10.092241 
10.092488 10.092440 
10.092680 10.092632 
10.092879 10.092824 
10.093071 10.093010 
10.093264 10.093195 
10.093456 10.093374 
10.093634 10.093559 
10.093806 10.093737 
10.093985 10.093909 
10.094163 10.094081 
10.094342 10.094252 
10.094506 10.094417 
10.094664 10.094582 
10.094836 10.094747 
10.095001 10.094905 
10.095152 10.095063 
10.095303 10.095221 
10.095461 10.095372 
10.095612 10.095523 
10.095756 10.095674 
10.095907 10.095818 
10.096051 10.095962 
10.096189 10.096099 
10.096340 10.096244 
10.096470 10.096374 
10.096601 10.096512 
10.096745 10.096642 
10.096862 10.096766 
10.096999 10.096896 
10.097116 10.097020 
10.097246 10.097136 
10.097363 10.097253 
10.097473 10.097370 
10.097596 10.097487 
10.097699 10.097596 
10.097816 10.097706 
10.097919 10.097809 
10.098029 10.097912 
10.098125 10.098015 
10.098221 10.098111 
10.098324 10.098207 
10.098407 10.098304 
10.098510 10.098393 
10.098592 10.098482 
10.098688 10.098565 
10.098771 10.098654 
10.098839 10.098729 
10.098935 10.098812 
10.099004 10.098887 
10.099073 10.098963 
10.099162 10.099031 
10.099224 10.099100 
10.099286 10.099169 
10.099361 10.099231 
10.099423 10.099292 
10.099471 10.099347 
10.099533 10.099402 
10.099601 10.099457 
10.099649 10.099512 
10.099684 10.099560 
10.099732 10.099608 
10.099787 10.099649 
10.099835 10.099691 
10.099869 10.099732 
10.099897 10.099766 
10.099924 10.099801 
10.099965 10.099828 
10.100000 10.099855 
10.100027 10.099883 
10.100055 10.099910 
10.100075 10.099931 
10.100089 10.099952 
10.100103 10.099965 
10.100116 10.099979 
10.100123 10.099993 
10.100137 10.100000 
10.100144 10.100006 
10.100151 10.100013 
10.100157 10.100013 
10.100157 10.100013 
